ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1695-61412011000200005-esp","Principales causas asociadas al traumatismo craneoencefálico en ancianos","Pinheiro, A.I., De Almeida, F.M., Barbosa, I.V., Mesquita Melo, E., Borges Studart, R.M., De Figueiredo Carvalho, Z.M.","Enfermería Global; 10(22); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000200005&lang=pt" 
"S1415-790X2011000100011-scl","Tráfego veicular como método de avaliação da exposição à poluição atmosférica nas grandes metrópoles","Habermann, Mateus, Medeiros, Andrea Paula Peneluppi, Gouveia, Nelson","Revista Brasileira de Epidemiologia; 14(1); 120-130","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000100011&lang=pt" 
"S0120-53072011000100013-col","Estrategias para resolver las preguntas sobre la práctica clínica en profesionales de enfermería y de medicina en Bolivia y Colombia","Gómez Sánchez, Pio Iván","Investigación y Educación en Enfermería; 29(1); 103-108","Investigación y Educación en Enfermería","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-53072011000100013&lang=pt" 
"S1415-790X2011000100011-spa","Tráfego veicular como método de avaliação da exposição à poluição atmosférica nas grandes metrópoles","Habermann, Mateus, Medeiros, Andrea Paula Peneluppi, Gouveia, Nelson","Revista Brasileira de Epidemiologia; 14(1); 120-130","Revista Brasileira de Epidemiologia","Português, Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000100011&lang=pt" 
"S0187-57792011000100047-mex","Índices de vegetación para estimar el crecimiento de plantas de tomate (Lycopersicon esculentum Mill.) estresadas por deficiencia de agua y nitrógeno","Ruiz Salazar, José Guadalupe, Tijerina Chávez, Leonardo, Mejia Sáenz, Enrique, Sandoval Villa, Manuel, Sánchez García, Prometeo, Vaquera Huerta, Humberto, Colinas León, María Teresa","Terra Latinoamericana; 29(1); 47-56","Terra Latinoamericana","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792011000100047&lang=pt" 
"S0043-31442011000100011-wid","Antimicrobial drug resistance in escherichia coli isolated from commercial chicken eggs in Grenada, West Indies","Arathy, DS, Vanpee, G, Belot, G, Mathew, V, DeAllie, C, Sharma, R","West Indian Medical Journal; 60(1); 53-56","West Indian Medical Journal","Inglês","2011","http://westindies.scielo.org/scielo.php?script=sci_arttext&pid=S0043-31442011000100011&lang=pt" 
"S1981-77462011000400014-scl","A abordagem ergológica e o mundo do trabalho dos comunicadores","Figaro, Roseli","Trabalho, Educação e Saúde; 9(); 285-297","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000400014&lang=pt" 
"S0718-28132011000200007-chl","Planificación de recursos hídricos en zonas de secano usando un modelo de optimización no lineal","Villavicencio, Abelardo, Arumí, José Luis, Holzapfel, Eduardo","Obras y proyectos; (10); 73-80","Obras y proyectos","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132011000200007&lang=pt" 
"S1515-59942010000200001-arg","Concentración económica en la región pampeana: El caso de los fideicomisos financieros","Fernández, Diego Ariel","Mundo agrario; 11(21); -","Mundo agrario","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1515-59942010000200001&lang=pt" 
"S1870-249X2010000400003-mex","Spectroscopy Analysis of Chemical Modification of Cellulose Fibers","Rangel-Vázquez, Norma Aurea, Leal-García, Timoteo","Journal of the Mexican Chemical Society; 54(4); 192-197","Journal of the Mexican Chemical Society","Inglês","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2010000400003&lang=pt" 
"S1413-81232010000900026-scl","Uso de medicamentos armazenados em domicílio em uma população atendida pelo Programa Saúde da Família","Lima, Geandra Batista, Nunes, Lívio César Cunha, Barros, José Augusto Cabral de","Ciência &amp; Saúde Coletiva; 15(); 3517-3522","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232010000900026&lang=pt" 
"S1413-81232010000900026-spa","Uso de medicamentos armazenados em domicílio em uma população atendida pelo Programa Saúde da Família","Lima, Geandra Batista, Nunes, Lívio César Cunha, Barros, José Augusto Cabral de","Ciência &amp; Saúde Coletiva; 15(); 3517-3522","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010000900026&lang=pt" 
"S1980-57642010000300181-scl","The prefrontal areas and cerebral hemispheres of the neotropical Cebus apella and their correlations with cognitive processes","Borges, Kellen Christina Malheiros, Ferreira, Jussara Rocha, Caixeta, Leonardo Ferreira","Dementia &amp; Neuropsychologia; 4(3); 181-187","Dementia &amp; Neuropsychologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642010000300181&lang=pt" 
"S1807-76922010000300005-scl","Consumer-company identification: development and validation of a scale","Hildebrand, Diogo Fajardo Nunes, Fernandes, Daniel Von Der Heyde, Veloso, Andres Rodriguez, Slongo, Luiz Antônio","BAR - Brazilian Administration Review; 7(3); 276-293","BAR - Brazilian Administration Review","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922010000300005&lang=pt" 
"S0873-74442010000200003-prt","Estratégias das grandes empresas para o mercado brasileiro da base da pirâmide","Zilber, Silvia Novaes, Silva, Francisco Lourenço da","Economia Global e Gestão; 15(2); 25-50","Economia Global e Gestão","Português","2010","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S0873-74442010000200003&lang=pt" 
"S1413-81232010000400010-scl","Dimensões qualitativas na produção científica, tecnológica e na inovação em Saúde Coletiva","Luz, Madel Therezinha, Mattos, Rafael da Silva","Ciência &amp; Saúde Coletiva; 15(4); 1945-1953","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232010000400010&lang=pt" 
"S1668-70272010000100006-arg","Adaptación para Buenos Aires de la Escala de Autoeficacia General","Brenlla, María Elena, Aranguren, María, Rossaro, María Florencia, Vázquez, Natalia","Interdisciplinaria; 27(1); 77-94","Interdisciplinaria","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-70272010000100006&lang=pt" 
"S1413-81232010000400010-spa","Dimensões qualitativas na produção científica, tecnológica e na inovação em Saúde Coletiva","Luz, Madel Therezinha, Mattos, Rafael da Silva","Ciência &amp; Saúde Coletiva; 15(4); 1945-1953","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010000400010&lang=pt" 
"S0041-47512010000200001-sza","Die tanende aantreklikheid van die akademiese professie in Suid-Afrika","Wolhuter, CC, Higgs, P, Higgs, LG, Ntshoe, IM","Tydskrif vir Geesteswetenskappe; 50(2); 141-156","Tydskrif vir Geesteswetenskappe","Africaner","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512010000200001&lang=pt" 
"S1413-81232010000700082-scl","Manipulação do genoma humano: ética e direito","Goulart, Maria Carolina Vaz, Iano, Flávia Godoy, Silva, Paulo Maurício, Sales-Peres, Silvia Helena de Carvalho, Sales-Peres, Arsênio","Ciência &amp; Saúde Coletiva; 15(); 1709-1713","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232010000700082&lang=pt" 
"S0798-04772010000100007-ven","Identificación de nuevos medicamentos a través de métodos computacionales","Isea, Raúl","Revista del Instituto Nacional de Higiene Rafael Rangel; 41(1); 43-49","Revista del Instituto Nacional de Higiene Rafael Rangel","Espanhol","2010","http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S0798-04772010000100007&lang=pt" 
"S1413-81232010000700082-spa","Manipulação do genoma humano: ética e direito","Goulart, Maria Carolina Vaz, Iano, Flávia Godoy, Silva, Paulo Maurício, Sales-Peres, Silvia Helena de Carvalho, Sales-Peres, Arsênio","Ciência &amp; Saúde Coletiva; 15(); 1709-1713","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010000700082&lang=pt" 
"S2222-145X2010000200002-pry","APLICACIÓN DE UN MODELO DE CORRELACIÓN ENTRE LAS VARIABLES TEMPERATURA, DENSIDAD Y OXÍGENO DISUELTO PARA LA IDENTIFICACIÓN DE TERMOCLINA EN LA ESTRATIFICACIÓN TÉRMICA","Rojas, Hugo A","Reportes científicos de la FACEN; 1(2); 2-14","Reportes científicos de la FACEN","Espanhol","2010","http://scielo.iics.una.py//scielo.php?script=sci_arttext&pid=S2222-145X2010000200002&lang=pt" 
"S1413-81232010000300026-scl","A participação de usuários, trabalhadores e conselheiros de saúde: um estudo qualitativo","Grisotti, Márcia, Patrício, Zuleica Maria, Silva, Andréia da","Ciência &amp; Saúde Coletiva; 15(3); 831-840","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232010000300026&lang=pt" 
"S1413-81232010000300026-spa","A participação de usuários, trabalhadores e conselheiros de saúde: um estudo qualitativo","Grisotti, Márcia, Patrício, Zuleica Maria, Silva, Andréia da","Ciência &amp; Saúde Coletiva; 15(3); 831-840","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010000300026&lang=pt" 
"S0025-76802010000200006-arg","Formación en las residencias de clínica médica en la Argentina, 2008","Elizondo, Cristina M., Giunta, Diego H., González Bernaldo de Quirós, Fernán, Figar, Silvana B., Dawidowski, Adriana R., Waisman, Gabriel","Medicina (Buenos Aires); 70(2); 143-150","Medicina (Buenos Aires)","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0025-76802010000200006&lang=pt" 
"S1415-98482010000100007-scl","A evolução das desigualdades por categorias de escolaridade entre 1996 e 2004: uma análise com regressões quantílicas","Rocha, Marcos, Campos, Maria de Fátima Sales de Souza, Bittencourt, Maurício Vaz Lobo","Revista de Economia Contemporânea; 14(1); 141-166","Revista de Economia Contemporânea","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-98482010000100007&lang=pt" 
"S0874-48902010000200003-prt","Exclusão social e violências quotidianas em “bairros degradados”: etnografia das drogas numa periferia urbana","Fernandes, Luís, Ramos, Alexandra","Toxicodependências; 16(2); 15-27","Toxicodependências","Português","2010","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S0874-48902010000200003&lang=pt" 
"S1414-81452009000400015-scl","Experiências de mães de filhos com doença de hirschsprung: subsídios para o cuidado de enfermagem","Gilbert, Maria José, Mello, Débora Falleiros de, Lima, Regina Aparecida Garcia de","Escola Anna Nery; 13(4); 793-801","Escola Anna Nery","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452009000400015&lang=pt" 
"S0798-04772009000200006-ven","Colera y Vibrio cholerae","Fernandez F, Sandra, Alonso, Guillermina","Revista del Instituto Nacional de Higiene Rafael Rangel; 40(2); 50-69","Revista del Instituto Nacional de Higiene Rafael Rangel","Espanhol","2009","http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S0798-04772009000200006&lang=pt" 
"S1414-81452009000400015-rve","Experiências de mães de filhos com doença de hirschsprung: subsídios para o cuidado de enfermagem","Gilbert, Maria José, Mello, Débora Falleiros de, Lima, Regina Aparecida Garcia de","Escola Anna Nery; 13(4); 793-801","Escola Anna Nery","Português","2009","/scielo.php?script=sci_arttext&pid=S1414-81452009000400015&lang=pt" 
"S1413-81232009000600027-scl","Monitoramento microbiológico de águas subterrâneas em cidades do Extremo Oeste de Santa Catarina","Rohden, Francieli, Rossi, Eliandra Mirlei, Scapin, Diane, Cunha, Fernanda Beron da, Sardiglia, Cassius Ugarte","Ciência &amp; Saúde Coletiva; 14(6); 2199-2203","Ciência &amp; Saúde Coletiva","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232009000600027&lang=pt" 
"S1415-98482009000300003-scl","Uma análise do setor de previdência complementar brasileiro","Coimbra, Leandro Willer Pereira, Toyoshima, Silvia Harumi","Revista de Economia Contemporânea; 13(3); 439-466","Revista de Economia Contemporânea","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-98482009000300003&lang=pt" 
"S1851-82652009000300002-spa","Medicamentos para lucrar: la transformación de la industria farmacéutica","Ugalde, Antonio, Homedes, Núria","Salud Colectiva; 5(3); 305-322","Salud Colectiva","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652009000300002&lang=pt" 
"S1851-82652009000300002-arg","Medicamentos para lucrar: La transformación de la industria farmacéutica","Ugalde, Antonio, Homedes, Núria","Salud colectiva; 5(3); 305-322","Salud colectiva","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652009000300002&lang=pt" 
"S1413-81232009000600027-spa","Monitoramento microbiológico de águas subterrâneas em cidades do Extremo Oeste de Santa Catarina","Rohden, Francieli, Rossi, Eliandra Mirlei, Scapin, Diane, Cunha, Fernanda Beron da, Sardiglia, Cassius Ugarte","Ciência &amp; Saúde Coletiva; 14(6); 2199-2203","Ciência &amp; Saúde Coletiva","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000600027&lang=pt" 
"S1018-130X2009000400005-per","Perfil del embarazo prolongado en pacientes de un hospital general","Chavarry Valencia, Flor de Maria, Cabrera Epiquen, Ronald Alfredo, Diaz Herrera, Jorge Antonio","Revista Medica Herediana; 20(4); 200-205","Revista Medica Herediana","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2009000400005&lang=pt" 
"S2074-47062009000200007-bol","Unemployment Duration and Labor Mobility in Argentina: a Socioeconomic-based per- and post-crisis Analysis","Canavire-Bacarreza, Gustavo Javier, Lima Soria, Luís Fernando","Revista Latinoamericana de Desarrollo Económico; (12); 169-218","Revista Latinoamericana de Desarrollo Económico","Inglês","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2074-47062009000200007&lang=pt" 
"S1692-33242009000300002-col","Un caso de estudio en interoperabilidad entre sistemas de información geográfica","Zapata Jaramillo, Carlos Mario, González Calderón, Guillermo, Marín Morales, María Isabel","Revista Ingenierías Universidad de Medellín; 8(15); 11-20","Revista Ingenierías Universidad de Medellín","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242009000300002&lang=pt" 
"S1415-27622009000200014-rve","O significado de meio ambiente na visão dos atores sociais do município de Muzambinho-MG","Baroni, Fabíola Carvalho de Almeida Lima, Lana, Francisco Carlos Félix","Reme: Revista Mineira de Enfermagem; 13(2); 256-265","Reme: Revista Mineira de Enfermagem","Português","2009","/scielo.php?script=sci_arttext&pid=S1415-27622009000200014&lang=pt" 
"S0366-52322009000100007-col","CAMBIOS A CORTO PLAZO EN LOS PATRONES DE DISTRIBUCIÓN ESPACIAL DE NUEVE ESPECIES DE PLANTAS COMUNES EN UN BOSQUE NUBLADO AL SUR-OCCIDENTE DE COLOMBIA","VALLEJO, MARTHA ISABEL, GALEANO, GLORIA","Caldasia; 31(1); 77-98","Caldasia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0366-52322009000100007&lang=pt" 
"S0075-64582009000100007-sza","Why travel motivation and socio-demographics matter in managing a national park","Saayman, Melville, Saayman, Andrea","Koedoe; 51(1); -","Koedoe","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0075-64582009000100007&lang=pt" 
"S0717-93082009000300003-chl","HALLAZGOS DE IMAGEN EN TOMOGRAFIA COMPUTADA DE VOLUNTARIOS FUMADORES DE LARGA DATA","Canals L, Mauricio, Barros R, Adolfo, Barros N, Perla, Triviño M, Ricardo, Berríos S, Raúl, Bannura Y, Felipe","Revista chilena de radiología; 15(3); 105-109","Revista chilena de radiología","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082009000300003&lang=pt" 
"S1679-39512008000400010-scl","Empregabilidade dos administradores: quais os perfis profissionais demandados pelas empresas?","Lemos, Ana Heloísa da Costa, Pinto, Mario Couto Soares","Cadernos EBAPE.BR; 6(4); 01-15","Cadernos EBAPE.BR","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512008000400010&lang=pt" 
"S1414-85362008000400004-rve","Estressores vivenciados por pacientes em uma UTI","Stumm, Eniva Miladi Fernandes, Kuhn, Daiane Teixeira, Hildebrandt, Leila Mariza, Kirchner, Rosane Maria","Cogitare Enfermagem; 13(4); 499-506","Cogitare Enfermagem","Português","2008","/scielo.php?script=sci_arttext&pid=S1414-85362008000400004&lang=pt" 
"S0301-70362008000400009-mex","Polarización espacial y dinámicas de la desigualdad interregional en México","Sastré Gutiérrez, Myrna L., Rey, Sergio J.","Problemas del desarrollo; 39(155); 181-204","Problemas del desarrollo","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362008000400009&lang=pt" 
"S0104-40362008000400007-scl","Uma proposta de modelagem de política pública para a redução da violência escolar e promoção da Cultura da Paz","Chrispino, Alvaro, Dusi, Miriam Lucia Herrera Masotti","Ensaio: Avaliação e Políticas Públicas em Educação; 16(61); 597-624","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362008000400007&lang=pt" 
"S0104-40362008000400009-scl","Transmissão intergeracional de desigualdade e qualidade educacional: avaliando o sistema educacional brasileiro a partir do SAEB 2003","Gonçalves, Flávio de Oliveira, França, Marco Túlio Aniceto","Ensaio: Avaliação e Políticas Públicas em Educação; 16(61); 639-662","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362008000400009&lang=pt" 
"S1665-11462008000500004-mex","Estudio clínico y genético del síndrome de Moebius","Gómez-Valencia, Luis, Morales-Hernández, Anastasia, Cornelio-García, Ramón Miguel, Toledo-Ocampo, Ezequiel, Briceño-González, María de los Remedios, Rivera-Angles, Miriam Margot","Boletín médico del Hospital Infantil de México; 65(5); 353-357","Boletín médico del Hospital Infantil de México","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462008000500004&lang=pt" 
"S0103-84782008000700005-scl","Viabilidade da antecipação do tratamento de sementes de arroz com inseticidas em relação à data de semeadura no controle de Oryzophagus oryzae (Coleoptera: Curculionidae)","Grützmacher, Anderson Dionei, Martins, José Francisco da Silva, Cunha, Uemerson Silva da, Giolo, Fabrizio Pinheiro, Neves, Márcio Bartz das, Härter, Wagner da Roza, Franco, Daniel Fernandez, Mattos, Maria Laura Turino","Ciência Rural; 38(7); 1830-1835","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000700005&lang=pt" 
"S0034-77442008000300032-cri","Tramas tróficas de peces de arrecifes en la región noroccidental de Cuba. II. Grupos funcionales","Hernández, Ivet, Aguilar, Consuelo, González Sansón, Gaspar","Revista de Biología Tropical; 56(3); 1391-1401","Revista de Biología Tropical","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442008000300032&lang=pt" 
"S0103-05822008000300009-scl","Condições de vida e mortalidade infantil no município do Embu, São Paulo","Ventura, Renato Nabas, Oliveira, Eleonora Menicucci de, Silva, Edina Mariko K. da, Silva, Nilza Nunes da, Puccini, Rosana Fiorini","Revista Paulista de Pediatria; 26(3); 251-257","Revista Paulista de Pediatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822008000300009&lang=pt" 
"S0138-65572008000300002-cub","Vulnerabilidad en la predicción de conglomerados epidémicos de hepatitis viral en instituciones cerradas, 2005","López Tagle, Daimilé, Mora González, Salvador R., Falcón Aguiar, María E., Suárez Romeu, Arioche, Díaz de la Hoz, Miriam Belkis, Michelena González, María de los Angeles","Revista Cubana de Medicina Militar; 37(3); -","Revista Cubana de Medicina Militar","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572008000300002&lang=pt" 
"S0004-27302008000600009-scl","Prevalência de disfunção tireoidiana e anticorpos antitireoidianos em pacientes portadores de diabetes melito tipo 1 e em seus familiares de primeiro grau","Rodrigues, Ricardo, Gonçalves, Fabrícia Torres, Jorge, Paulo Tannus","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 52(6); 985-993","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302008000600009&lang=pt" 
"S1794-44492008000200005-col","Estado de los derechos de la niñez y la juventud en las obras lasallistas de América Latina y el Caribe","Rodríguez Gázquez, María de los Ángeles, Bolívar Osorio, Rosa María","Revista Lasallista de Investigación; 5(2); 28-35","Revista Lasallista de Investigación","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-44492008000200005&lang=pt" 
"S1692-33242008000200004-col","Estimación del daño sísmico en edificaciones de mampostería a partir de la aplicación de funciones de vulnerabilidad simuladas","Maldonado Rondón, Esperanza, Gómez Araujo, Iván Darío, Chío Cho, Gustavo","Revista Ingenierías Universidad de Medellín; 7(13); 39-56","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000200004&lang=pt" 
"S0872-81782008000300001-prt","O Balão Intra-Gástrico no Tratamento da Obesidade: Avaliação da Sua Eficácia, Segurança e Tolerabilidade","Bispo, M., Silva, M. J. Ferreira Da, Bana, T., Seves, I., Couto, G., Peixe, P., Duarte, S., Gouveia, C., Matos, L.","Jornal Português de Gastrenterologia; 15(3); 103-109","Jornal Português de Gastrenterologia","Português","2008","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S0872-81782008000300001&lang=pt" 
"S1561-31942008000100006-cub","Caracterización medico legal de los delitos sexuales en Pinar del Río, 2003-2005","Salgueiro Labrador, Lidia Rosa, Rodríguez López, Tomás, Caro Haces, Mariela, Menoya Martínez, María V, López Salgueiro, Hansel T","Revista de Ciencias Médicas de Pinar del Río; 12(1); 54-67","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942008000100006&lang=pt" 
"S0100-19652008000100002-scl","Scientific data dissemination a data catalogue to assist research organizations","Barbosa, Eduardo Batista de Moraes, Sena, Galeno de","Ciência da Informação; 37(1); 19-25","Ciência da Informação","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652008000100002&lang=pt" 
"S0100-15742008000100002-scl","Universo moral de jovens internos da Febem","Noguchi, Natália Felix de Carvalho, de la Taille, Yves","Cadernos de Pesquisa; 38(133); 11-40","Cadernos de Pesquisa","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742008000100002&lang=pt" 
"S0034-77442008000100017-cri","Estructura poblacional y relaciones ambientales del árbol tropical Nectandra rudis (Lauraceae), una especie rara en el occidente de México","Cuevas Guzmán, Ramón, García Moya, Edmundo, Antonio Vázquez García, J, Núñez López, Nora M","Revista de Biología Tropical; 56(1); 247-256","Revista de Biología Tropical","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442008000100017&lang=pt" 
"S0025-76802008000100001-arg","Epidemiología de las lesiones por mordedura de perro en Tierra del Fuego, Argentina","Zanini, Fabián, Padinger, Patricia, Elissondo, María C., Pérez, Héctor","Medicina (Buenos Aires); 68(1); 1-5","Medicina (Buenos Aires)","Espanhol","2008","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0025-76802008000100001&lang=pt" 
"S1516-35982008000100025-scl","Tendências na comercialização de bezerros relacionadas às características genéticas no Rio Grande do Sul","Christofari, Luciana Fagundes, Barcellos, Júlio Otávio Jardim, Costa, Eduardo Castro da, Oaigen, Ricardo Pedroso, Braccini Neto, José, Grecellé, Roberto Andrade","Revista Brasileira de Zootecnia; 37(1); 171-176","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000100025&lang=pt" 
"S0103-50532008000700025-scl","Multivariate analysis of metal contamination in street dusts of Istanbul D-100 highway","Yetimoğlu, Ece K., Ercan, Özgen","Journal of the Brazilian Chemical Society; 19(7); 1399-1404","Journal of the Brazilian Chemical Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532008000700025&lang=pt" 
"S1405-33222008000100004-mex","Geologic structure of the northern margin of the Chihuahua trough: Evidence for controlled deformation during Laramide Orogeny","Carciumaru, Dana, Ortega, Roberto","Boletín de la Sociedad Geológica Mexicana; 60(1); 43-69","Boletín de la Sociedad Geológica Mexicana","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-33222008000100004&lang=pt" 
"S0718-33052007000300005-chl","MODELOS DE PROGRAMACIÓN ENTERA PARA UN PROBLEMA DE PROGRAMACIÓN DE HORARIOS PARA UNIVERSIDADES","Saldaña Crovo, Andrés, Oliva San Martín, Cristian, Pradenas Rojas, Lorena","Ingeniare. Revista chilena de ingeniería; 15(3); 245-259","Ingeniare. Revista chilena de ingeniería","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-33052007000300005&lang=pt" 
"S1726-22162007000100010-per","Variabilidad interanual de clorofila en el Golfo de California","Espinosa-Carreón, T. Leticia, Valdez-Holguín, Eduardo","Ecología Aplicada; 6(1-2); 83-92","Ecología Aplicada","Espanhol","2007","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162007000100010&lang=pt" 
"S1657-95342007000600004-col","Ante la desesperanza del desplazamiento: un hijo sano, el mayor anhelo de la mujer gestante","Argote, Luz Ángela, Vásquez, Martha Lucía","Colombia Médica; 38(4); 27-43","Colombia Médica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-95342007000600004&lang=pt" 
"S0004-06142007000800022-esp","Participación española en los Congresos de la Sociedad Internacional de Urología en el siglo XX","Pérez Albacete, Mariano, Tornero Ruíz, Jesús, Server Pastor, Gerardo, Ponce de León Castell, Ignacio","Archivos Españoles de Urología (Ed. impresa); 60(8); 1029-1046","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142007000800022&lang=pt" 
"S0103-84782007000500018-scl","Adequação dos índices da análise econômico-financeira às empresas florestais","Chaves Neto, Anselmo, Luchesa, Cláudio José","Ciência Rural; 37(5); 1336-1343","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000500018&lang=pt" 
"S1657-92672007000300018-col","INFLUENCIA DE LOS VALORES SOBRE LOS ESTILOS DE LIDERAZGO: UN ANÁLISIS SEGÚN EL MODELO DE LIDERAZGO TRANSFORMACIONAL - TRANSACCIONAL DE BASS","NADER, MARTÍN, CASTRO SOLANO, ALEJANDRO","Universitas Psychologica; 6(3); 689-698","Universitas Psychologica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672007000300018&lang=pt" 
