ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1560-683X2023000100023-sza","Decision support model for big data analytics tools","Nakashololo, Tonata M., Iyamu, Tiko","South African Journal of Information Management; 25(1); 1-9","South African Journal of Information Management","Inglês","2023","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1560-683X2023000100023&lang=pt" 
"S1560-683X2023000100031-sza","The logical differentiation between small data and big data","Nyikana, Wandisa, Iyamu, Tiko","South African Journal of Information Management; 25(1); 1-9","South African Journal of Information Management","Inglês","2023","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1560-683X2023000100031&lang=pt" 
"S2071-29362023000100032-sza","Nurses&#039; and patients&#039; experiences of family planning services in a rural district, South Africa","Naidoo, Kartik, Jenkins, Louis S.","African Journal of Primary Health Care &amp; Family Medicine; 15(1); 1-11","African Journal of Primary Health Care &amp; Family Medicine","Inglês","2023","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2071-29362023000100032&lang=pt" 
"S1518-29242023000100220-scl","ANALYSIS OF FACTORS INFLUENCING THE TRUST LEVELS OF KYRGYZSTAN RESIDENTS, USING NEURAL NETWORK ANALYSIS","Choi, Young-Chool","Encontros Bibli; 28(); -","Encontros Bibli","Inglês","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-29242023000100220&lang=pt" 
"S0102-311X2023000708001-scl","Resenha sobre o livro A Pesquisa Científica na Era do Big Data: Cinco Maneiras que Mostram como o Big Data Prejudica a Ciência e como Podemos Salvá-la","dos Santos Gomes Junior, Saint Clair","Cadernos de Saúde Pública; 39(7); -","Cadernos de Saúde Pública","Português","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2023000708001&lang=pt" 
"S1983-36522023000100216-scl","Tecnologias a serviço de quem? Um diálogo entre Álvaro Vieira Pinto, Evgeny Morozov, Paulo Freire e Sérgio Guimarães sobre capitalismo de vigilância na educação","Diniz, Janaina do Rozário, França, Renata de Souza","Texto Livre; 16(); -","Texto Livre","Português","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-36522023000100216&lang=pt" 
"S0100-40422023000700747-scl","PRINCIPAL COMPONENT ANALYSIS (PCA) PARA A AVALIAÇÃO DE DADOS QUÍMICOS E GERAÇÃO DE HEAT MAPS: UM TUTORIAL","Ferreira, Dennis da Silva, Rodrigues, Leticia da Silva, Pereira, Fabiola Manhas Verbi, Pereira Filho, Edenir Rodrigues","Química Nova; 46(7); 747-754","Química Nova","Português","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422023000700747&lang=pt" 
"S1413-78522023000300200-scl","ANALYSIS OF 45,507 SURGICAL TREATMENT OF DISTAL TIBIA AND MALLEOLAR FRACTURES OVER 14 YEARS","ROSEMBERG, DOV LAGUS, WOLOSKER, NELSON, SILVA, MARCELO FIORELLI ALEXANDRINO, MANN, TANIA SZEJNFELD, GIORDANO, VINCENZO, GODOY-SANTOS, ALEXANDRE LEME","Acta Ortopédica Brasileira; 31(2); -","Acta Ortopédica Brasileira","Inglês","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522023000300200&lang=pt" 
"S2007-49642023000100147-mex","Las dimensiones optimistas y pesimistas de la democracia electrónica","Aguirre Sala, Jorge Francisco","Intersticios sociales; (25); 147-171","Intersticios sociales","Espanhol","2023","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-49642023000100147&lang=pt" 
"S1852-48262023000300451-arg","Pensamiento Integrado: Agregación de conjuntos de datos arqueológicos a escala internacional","Richards, Julian D.","Revista del Museo de Antropología; 16(3); 451-470","Revista del Museo de Antropología","Espanhol","2023","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262023000300451&lang=pt" 
"S1135-57272023000100410-spa","Elaboración de un cuestionario sobre violencia(s) sufrida(s) por profesionales del ámbito de la Fisioterapia","Boo-Mallo, Tania, Pérez-Caramés, Antía, Domínguez-Rodríguez, Antía, Quintela-del-Río, Alejandro Alberto, Martínez-Rodríguez, Alicia","Revista Española de Salud Pública; 97(); -","Revista Española de Salud Pública","Espanhol","2023","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272023000100410&lang=pt" 
"S0102-311X2023000908001-spa","Resenha sobre o livro A Pesquisa Científica na Era do Big Data: Cinco Maneiras que Mostram como o Big Data Prejudica a Ciência e como Podemos Salvá-la","dos Santos Gomes Junior, Saint Clair","Cadernos de Saúde Pública; 39(7); -","Cadernos de Saúde Pública","Português","2023","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2023000908001&lang=pt" 
"S0718-43602023000100215-chl","El big data en los procesos políticos: hacia una democracia de la vigilancia","Saura García, Carlos","Revista de filosofía; 80(); 215-232","Revista de filosofía","Espanhol","2023","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-43602023000100215&lang=pt" 
"S1983-80422023000100544-scl","Artificial intelligence in health and bioethical implications: a systematic review","Elias, Mariele Abadia, Faversani, Luciana Arruda, Moreira, Josiane Aparecida Vieira, Masiero, Anelise Viapiana, Cunha, Natalia Veronez da","Revista Bioética; 31(); -","Revista Bioética","Inglês, Português, Espanhol","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422023000100544&lang=pt" 
"S1516-89132023000100604-scl","Epigenomics Scientific Big Data Workflow Scheduling for Cancer Diagnosis in Health Care Using Heterogeneous Computing Environment","Ahmad, Wakar, Alam, Bashir, Sharma, Swati, Kushwaha, Arvinda","Brazilian Archives of Biology and Technology; 66(); -","Brazilian Archives of Biology and Technology","Inglês","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132023000100604&lang=pt" 
"S1516-89132023000100622-scl","A Big Data Cleaning Method for Drinking-Water Streaming Data","Gai, Rong-Li, Zhang, Hao, Thanh, Dang Ngoc Hoang","Brazilian Archives of Biology and Technology; 66(); -","Brazilian Archives of Biology and Technology","Inglês","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132023000100622&lang=pt" 
"S1516-89132023000100802-scl","A Survey on Feature Extraction Techniques, Classification Methods and Applications of Sentiment Analysis","Seethalakshmi, Yadav Meenakshi Muthukrishnan, Andavar, Suruliandi, Raj, Raja Soosaimarian Peter","Brazilian Archives of Biology and Technology; 66(); -","Brazilian Archives of Biology and Technology","Inglês","2023","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132023000100802&lang=pt" 
"S2183-95222022000200493-prt","LA MEDIACIÓN MERCANTIL ANTE LOS NUEVOS RETOS DE LA INTELIGENCIA ARTIFICIAL: UNA VISIÓN COMPARADA ENTRE LOS ORDENAMIENTOS JURÍDICOS ESPAÑOL E ITALIANO","Cardona, Noemí Jiménez","Revista Internacional CONSINTER de Direito - Publicação Oficial do Conselho Internacional de Estudos Contemporâneos em Pós-Graduação; (15); 493-505","Revista Internacional CONSINTER de Direito - Publicação Oficial do Conselho Internacional de Estudos Contemporâneos em Pós-Graduação","Espanhol","2022","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2183-95222022000200493&lang=pt" 
"S0103-11042022000401202-scl","Big Data e Inteligência Artificial para pesquisa translacional na Covid-19: revisão rápida","Ramos, Maíra Catharina, Gomes, Dalila Fernandes, Mello, Nicole Freitas de, Silva, Everton Nunes da, Barreto, Jorge Otávio Maia, Shimizu, Helena Eri","Saúde em Debate; 46(135); 1202-1214","Saúde em Debate","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-11042022000401202&lang=pt" 
"S1516-31802022000600737-scl","Databases, big data and artificial intelligence: what healthcare professionals need to know about them","Lauricella, Leticia Leone, Pêgo-Fernandes, Paulo Manuel","Sao Paulo Medical Journal; 140(6); 737-738","Sao Paulo Medical Journal","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802022000600737&lang=pt" 
"S1516-31802022000600775-scl","Population-based analysis of the epidemiology of the surgical correction of hyperhidrosis in 1,216 patients over 11 years: a cross-sectional study","da Silva, Marcelo Fiorelli Alexandrino, Louzada, Andressa Cristina Sposato, Teivelis, Marcelo Passos, Stabellini, Nickolas, Leiderman, Dafne Braga Diamante, de Campos, José Ribas Milanez, Amaro Junior, Edson, Wolosker, Nelson","Sao Paulo Medical Journal; 140(6); 775-780","Sao Paulo Medical Journal","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802022000600775&lang=pt" 
"S2236-99962022000300989-scl","La utilidad del Big Data en las estadísticas públicas y empresas privadas","Manzano, Fernando Ariel, Avalos, Daniela","Cadernos Metrópole; 24(55); 989-1006","Cadernos Metrópole","Espanhol","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-99962022000300989&lang=pt" 
"S0004-282X2022001301189-scl","Big data analysis of endovascular treatment of intracranial aneurysms: a bibliometric analysis of the top 100 most cited articles aneurysms 10 1","Zhang, Shuai, Liu, Dong, Wang, Jiao, Lv, Ming","Arquivos de Neuro-Psiquiatria; 80(12); 1189-1195","Arquivos de Neuro-Psiquiatria","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2022001301189&lang=pt" 
"S0034-76122022000600721-scl","A inteligência na gestão pública: uma análise sob a perspectiva institucional","Melati, Claudia, Janissek-Muniz, Raquel","Revista de Administração Pública; 56(6); 721-744","Revista de Administração Pública","Inglês, Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122022000600721&lang=pt" 
"S2224-78902022000400007-sza","Leapfrogging pathway for Fourth Industrial Revolution: a case of process innovation within an automotive subsidiary firm","Moeketsi, T.C., Letaba, T.P.","South African Journal of Industrial Engineering; 33(4); 81-93","South African Journal of Industrial Engineering","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2224-78902022000400007&lang=pt" 
"S0120-38862022000200609-col","Modelos normativos de privacidad en las ciudades inteligentes","Rodríguez-Samudio, Rubén","Revista de la Facultad de Derecho y Ciencias Políticas; 52(137); 609-638","Revista de la Facultad de Derecho y Ciencias Políticas","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-38862022000200609&lang=pt" 
"S1659-41422022000200163-cri","Wikipedia como medio de divulgación y comunicación científica: influencia en el campo educativo, investigativo y bibliotecológico-documental","Tarango, Javier, González-Quiñones, Fidel, Barragán-Perea, Efraín Alfredo","E-Ciencias de la Información; 12(2); 163-184","E-Ciencias de la Información","Espanhol","2022","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-41422022000200163&lang=pt" 
"S1659-33592022000300072-cri","Risk perception and crisis communication during the Covid-19 pandemic: Analysis based on Twitter hashtags","Carvache-Franco, Orly, Víquez-Paniagua, Ana Gabriela, Carvache-Franco, Mauricio, Pérez-Orozco, Allan, Carvache-Franco, Wilmer","Tec Empresarial; 16(3); 72-91","Tec Empresarial","Inglês","2022","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-33592022000300072&lang=pt" 
"S0212-97282022000300015-esp","How primary and secondary appraisals of daily stressful events influence negative and positive affect","Fernández-Castro, Jordi, Ferrer, Iris, Edo, Sílvia, Rovira, Tatiana","Anales de Psicología; 38(3); 538-545","Anales de Psicología","Inglês","2022","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282022000300015&lang=pt" 
"S0185-19182022000300043-mex","Culturas algorítmicas: conceptos y métodos para su estudio social","Sued, Gabriela Elisa","Revista mexicana de ciencias políticas y sociales; 67(246); 43-73","Revista mexicana de ciencias políticas y sociales","Espanhol","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-19182022000300043&lang=pt" 
"S2448-61322022000100503-mex","Colección, vitrificación y transferencia post-calentamiento de embriones equinos producidos in vivo: una revisión de literatura","Urías-Castro, Christian, Boeta-Acosta, Myriam","Abanico veterinario; 12(); -","Abanico veterinario","Espanhol, Inglês","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-61322022000100503&lang=pt" 
"S1996-24522022000301281-cub","Historia del dopaje en el beisbol mundial","Cabrera Oliva, Víctor Manuel, Castillo Díaz, Pablo","Podium. Revista de Ciencia y Tecnología en la Cultura Física; 17(3); 1281-1296","Podium. Revista de Ciencia y Tecnología en la Cultura Física","Espanhol, Inglês","2022","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1996-24522022000301281&lang=pt" 
"S2304-01062022000300024-cub","Contribuciones de la epidemiología, la modelación y los sistemas de información en el enfrentamiento de la COVID-19","Mas Bermejo, Pedro, Sanchez Valdés, Liset, Vidal Ledo, María, Seuc Jo, Armando, Almeida Cruz, Yudivian, Pérez Rodríguez, Nancy, Guinovar Díaz, Raúl, Baldoquin, Waldermar, Morales Lezca, Wilfredo, Abelló Ugalde, Isidro A, Remond Noa, Ricardo, Lage Castellano, Alejandro","Anales de la Academia de Ciencias de Cuba; 12(3); -","Anales de la Academia de Ciencias de Cuba","Espanhol, Inglês","2022","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2304-01062022000300024&lang=pt" 
"S0103-11042022000601202-spa","Big Data e Inteligência Artificial para pesquisa translacional na Covid-19: revisão rápida","Ramos, Maíra Catharina, Gomes, Dalila Fernandes, Mello, Nicole Freitas de, Silva, Everton Nunes da, Barreto, Jorge Otávio Maia, Shimizu, Helena Eri","Saúde em Debate; 46(135); 1202-1214","Saúde em Debate","Português","2022","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-11042022000601202&lang=pt" 
"S1405-55462022000401491-mex","Big Medical Image Analysis: Alzheimer’s Disease Classification Using Convolutional Autoencoder","Mansingh, Padmini, Pattanayak, Binod Kumar, Pati, Bibudhendu","Computación y Sistemas; 26(4); 1491-1501","Computación y Sistemas","Inglês","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462022000401491&lang=pt" 
"S2631-24842022000200207-ecu","El teletrabajo como mecanismo paradigmático del poder en las sociedades de control modernas","Andrade Ortiz, Edison Ricardo","Foro: Revista de Derecho; (38); 207-228","Foro: Revista de Derecho","Espanhol","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2631-24842022000200207&lang=pt" 
"S0718-52002022000200257-chl","La inteligencia artificial en el sector público y su límite respecto de los derechos fundamentals","Sánchez Acevedo, Marco Emilio","Estudios constitucionales; 20(2); 257-284","Estudios constitucionales","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002022000200257&lang=pt" 
"S2184-77702022000200012-prt","The big challenge out here is getting stuff: How the social determinants of health affect diabetes self-management education for seniors","Camargo-Plazas, Pilar, Robertson, Madison, Costa, Idevania G., Paré, Geneviève C., Alvarado, Beatriz, Duhn, Lenora","New Trends in Qualitative Research; 11(); -","New Trends in Qualitative Research","Inglês","2022","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2184-77702022000200012&lang=pt" 
"S1646-98952022000300023-prt","Desarrollo de una plataforma tecnológica basada en tableros de gestión para la digitalización del sistema de gestión empresarial SIGET PROS en un entorno académico","Esteban, Guardia Silva Julian, Alexander, Moncada Acevedo Edwin, Dario, Rodriguez Santana Gaston, Henry, Betancur Amariles Jorge","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (47); 23-37","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol","2022","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S1646-98952022000300023&lang=pt" 
"S2184-77702022000500024-prt","Investigaciones sociotécnicos en el BIG DATA. Un reto para el análisis cualitativo del #8M y #9M en tiempos de pandemia","Farrera, Abraham Mena, García, Angelica Evangelista","New Trends in Qualitative Research; 14(); -","New Trends in Qualitative Research","Espanhol","2022","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2184-77702022000500024&lang=pt" 
"S1021-20192022000300004-sza","Quantifying MyCiTi supply usage using Big Data and Agent-Based Modelling","Willenberg, D, Zuidgeest, M, Beukes, E","Journal of the South African Institution of Civil Engineering; 64(3); 32-41","Journal of the South African Institution of Civil Engineering","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1021-20192022000300004&lang=pt" 
"S2422-42002022000200125-col","Aplicaciones de la Datificación y Big Data en América Latina entre el 2015 y 2019","Lasso Cardona, Luis Adrián, Franco Ocampo, Diego Fernando, Estrada Esponda, Royer David","Revista Logos Ciencia &amp; Tecnología; 14(2); 125-143","Revista Logos Ciencia &amp; Tecnología","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2422-42002022000200125&lang=pt" 
"S0120-56092022000200209-col","Automatic Personality Evaluation from Transliterations of YouTube Vlogs Using Classical and State-of-the-Art Word Embeddings","López-Pabón, Felipe O., Orozco-Arroyave, Juan R.","Ingeniería e Investigación; 42(2); -","Ingeniería e Investigación","Inglês","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092022000200209&lang=pt" 
"S0718-92732022000200009-chl","El lado oscuro de las GAFAM: monopolización de los datos y pérdida de privacidad","Saura García, Carlos","Veritas; (52); 9-27","Veritas","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732022000200009&lang=pt" 
"S0124-86932022000200273-col","TENDENCIAS DE INVESTIGACIÓN EN LOS NEGOCIOS INTERNACIONALES","Cantillo Velásquez, Iris María, León Vargas, Yamile","Tendencias; 23(2); 273-302","Tendencias","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-86932022000200273&lang=pt" 
"S2077-18862022000200344-per","Pakistan: a study of market&#039;s returns and anomalies","Tauseef, Sana, Dupuy, Philippe","Journal of Economics, Finance and Administrative Science; 27(54); 344-363","Journal of Economics, Finance and Administrative Science","Inglês","2022","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S2077-18862022000200344&lang=pt" 
"preprint_4259","IS THERE A CORRELATION BETWEEN PLACENTAL LEPTIN AND MATERNAL GESTATIONAL FACTORS WITH ANTHROPOMETRIC DATA OF THE NEWBORN?","Albuquerque , Jocilene Pedroso, Nassif, Paulo Afonso Nunes, Lançoni, Samira Said, Furlan, Fernanda Luiza Schumacher, Bochnia, Mateus Franzoni, Sigwalt, Marcos Fabiano, Collaço, Luiz Martins","; (); -","","Português","2022","/scielo.php?script=sci_arttext&pid=https://preprints.scielo.org/index.php/scielo/preprint/view/4259&lang=pt" 
"S0120-38862022000100239-col","Psicopolítica, Big data y Nudge. Acerca del dominio sin resistencia","Barrero Arbeláez, Juan Manuel","Revista de la Facultad de Derecho y Ciencias Políticas; 52(136); 239-261","Revista de la Facultad de Derecho y Ciencias Políticas","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-38862022000100239&lang=pt" 
"S0123-43662022000100215-col","La insuficiencia de la causalidad como presupuesto de la responsabilidad civil en los daños producidos por la robótica y los sistemas autónomos","Masoitti, Matías","Revista de Derecho Privado; (42); 215-260","Revista de Derecho Privado","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-43662022000100215&lang=pt" 
"S1659-41422022000100114-cri","Plataformização e o uso da informação para a criação de estímulos de consumo","Paletta, Francisco Carlos, Costa do Lago, Jader Jaime","E-Ciencias de la Información; 12(1); 114-133","E-Ciencias de la Información","Português","2022","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-41422022000100114&lang=pt" 
"S0718-07642022000300137-chl","Sistema de control y monitoreo para el proceso de secado de alimentos: caso polen apícola","Santamaría, Edgar M., Espitia-Lopez, José V., Marriaga-Barroso, Angie P., Paez-Logreira, Heyder D.","Información tecnológica; 33(3); 137-148","Información tecnológica","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642022000300137&lang=pt" 
"S0718-50062022000300061-chl","Recursos y estrategias para la enseñanza de la estadística y la analítica de datos en la educación superior","Medina-Hernández, Edith J., Muñiz, Jorge L., Guzmán-Aguiar, Diana S., Holguín-Higuita, Amparo","Formación universitaria; 15(3); 61-68","Formación universitaria","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50062022000300061&lang=pt" 
"S0004-282X2022000700342-scl","Artificial intelligence and Big Data in neurology","Amaro Junior, Edson","Arquivos de Neuro-Psiquiatria; 80(5); 342-347","Arquivos de Neuro-Psiquiatria","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2022000700342&lang=pt" 
"S2664-09022022000100033-bol","Big Data en la predicción meteorológica para cultivos","Almeida, Oscar Xavier Bermeo, Vera, William David Bazán, Guevara-Arias, Verónica-Isabel,","Alfa Revista de Investigación en Ciencias Agronómicas y Veterinaria; 6(16); 33-47","Alfa Revista de Investigación en Ciencias Agronómicas y Veterinaria","Espanhol","2022","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2664-09022022000100033&lang=pt" 
"S0102-77862022000100141-scl","Spatial Interpolation Techniques to Map Rainfall in Southeast Brazil","Aparecido, Lucas Eduardo de Oliveira, Moraes, Jose Reinaldo da Silva Cabral de, Lima, Rafael Fausto de, Torsoni, Guilherme Botega","Revista Brasileira de Meteorologia; 37(1); 141-155","Revista Brasileira de Meteorologia","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862022000100141&lang=pt" 
"S1809-48642022000100005-scl","Challenges in Management of Tracheobronchial Foreign Bodies with Delayed Presentation: An Institutional Experience","Kaushal, Darwin, Goyal, Amit, Soni, Kapil, Choudhury, Bikram, Nair, Nithin Prakasan, Kumar, Prawin, Vaithankalath, Sameema V.","International Archives of Otorhinolaryngology; 26(1); 5-9","International Archives of Otorhinolaryngology","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48642022000100005&lang=pt" 
"S0379-39822022000100162-cri","Consumo eléctrico: una propuesta de gestión desarrollada en R a partir de medidores inteligentes en plantas de generación","Barquero-Álvarez, David Eladio, Rojas-Morales, Rodrigo","Revista Tecnología en Marcha; 35(1); 162-173","Revista Tecnología en Marcha","Espanhol","2022","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0379-39822022000100162&lang=pt" 
"S0124-86932022000100117-col","ENDOGENIZACIÓN COMO MECANISMO EVOLUTIVO PARA LA TRANSFORMACIÓN DIGITAL DE LAS PYMES DE TURISMO DE NATURALEZA","Rodriguez Luna, Raúl Enrique, Rosenstiehl Martinez, José Luis","Tendencias; 23(1); 117-138","Tendencias","Espanhol","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-86932022000100117&lang=pt" 
"S2250-41842022000100008-arg","EL GOBIERNO DE LOS PÚBLICOS EN LA ERA DE LOS BIG DATA: PISTAS A PARTIR DEL CASO KOSINSKI","Mónaco, Julián","Intersecciones en comunicación; 1(16); 8-8","Intersecciones en comunicación","Espanhol","2022","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S2250-41842022000100008&lang=pt" 
"S1519-69842022000100195-scl","An ethno-botanical study of indigenous medicinal plants and their usage in rural valleys of Swabi and Hazara region of Pakistan","Hussain, M., Khalid, F., Noreen, U., Bano, A., Hussain, A., Alam, S., Shah, S., Sabir, M., Habiba, U.","Brazilian Journal of Biology; 82(); -","Brazilian Journal of Biology","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842022000100195&lang=pt" 
"S0104-42302022001201657-scl","Varicose Vein Stripping in 66,577 patients in 11 years in public hospitals in São Paulo","Silva, Marcelo Fiorelli Alexandrino da, Louzada, Andressa Cristina Sposato, Teivelis, Marcelo Passos, Leiderman, Dafne Braga Diamante, Portugal, Maria Fernanda Cassino, Stabellini, Nickolas, Amaro Junior, Edson, Wolosker, Nelson","Revista da Associação Médica Brasileira; 68(12); 1657-1662","Revista da Associação Médica Brasileira","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302022001201657&lang=pt" 
"S1516-31802022005023204-scl","Population-based analysis of the epidemiology of the surgical correction of hyperhidrosis in 1,216 patients over 11 years: a cross-sectional study","da Silva, Marcelo Fiorelli Alexandrino, Louzada, Andressa Cristina Sposato, Teivelis, Marcelo Passos, Stabellini, Nickolas, Leiderman, Dafne Braga Diamante, de Campos, José Ribas Milanez, Amaro Junior, Edson, Wolosker, Nelson","Sao Paulo Medical Journal; (ahead); -","Sao Paulo Medical Journal","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802022005023204&lang=pt" 
"S1807-17752022000100312-scl","EVALUATION OF A PROCESS FOR THE EXPERIMENTAL DEVELOPMENT OF DATA MINING, AI AND DATA SCIENCE APPLICATIONS ALIGNED WITH THE STRATEGIC PLANNING","Colaço Júnior, Methanias, Cruz, Rodrigo Fontes, Araújo, Luciano Vieira de, Bliacheriene, Ana Carla, Nunes, Fátima de L. S.","JISTEM - Journal of Information Systems and Technology Management; 19(); -","JISTEM - Journal of Information Systems and Technology Management","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-17752022000100312&lang=pt" 
"S0104-530X2022000100235-scl","Adoption of Industry 4.0 technologies: an analysis of small and medium-sized companies in the state of São Paulo, Brazil","Baio Junior, Antonio Arnaldo, Carrer, Marcelo José","Gestão &amp; Produção; 29(); -","Gestão &amp; Produção","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2022000100235&lang=pt" 
"S0103-37862022000100513-scl","Organização do Conhecimento e suas contribuições em um contexto Big Data","MESCHINI, Fabio Orsi, FRANCELIN, Marivalde Moacir","Transinformação; 34(); -","Transinformação","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862022000100513&lang=pt" 
"S1516-89132022000100617-scl","An Experimental Analysis of Optimal Hybrid Word Embedding Methods for Text Classification Using a Movie Review Dataset","Alagarsamy, Sandhya, James, Visumathi, Raj, Raja Soosaimarian Peter","Brazilian Archives of Biology and Technology; 65(); -","Brazilian Archives of Biology and Technology","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132022000100617&lang=pt" 
"S1677-54492022000100312-scl","Epidemiological analysis of lower limb revascularization for peripheral arterial disease over 12 years on the public healthcare system in Brazil","Wolosker, Nelson, Silva, Marcelo Fiorelli Alexandrino da, Portugal, Maria Fernanda Cassino, Stabellini, Nickolas, Zerati, Antônio Eduardo, Szlejf, Claudia, Amaro Junior, Edson, Teivelis, Marcelo Passos","Jornal Vascular Brasileiro; 21(); -","Jornal Vascular Brasileiro","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492022000100312&lang=pt" 
"S1809-98232022000500213-scl","Neuroticismo e satisfação com relacionamentos e com a vida na velhice","Falcão, Deusivania Vieira da Silva, Borim, Flávia Silva Arbex, Cipolli, Gabriela Cabett, Batistoni, Samila Sathler Tavares, Yassuda, Mônica Sanches, Neri, Anita Liberalesso","Revista Brasileira de Geriatria e Gerontologia; 25(5); -","Revista Brasileira de Geriatria e Gerontologia","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232022000500213&lang=pt" 
"S0102-311X2022001405003-scl","Das farmácias comunitárias às grandes redes: provisão privada de medicamentos, sistema de saúde e financeirização no varejo farmacêutico brasileiro","Mattos, Leonardo Vidal, Silva, Rondineli Mendes da, Silva, Flávio da Rocha Pires da, Luiza, Vera Lúcia","Cadernos de Saúde Pública; 38(); -","Cadernos de Saúde Pública","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2022001405003&lang=pt" 
